"siteID"	"xcoord"	"ycoord"	"wgt"	"Basin"	"Status"	"TNT"	"pH_Cat"	"Coliform_Cat"	"Oxygen"	"Turbidity"
"FLW03414-2184"	8565667.1360732	12930550.5467068	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	6.09	4.4
"FLW03414-2208"	8574086.36184712	12900234.9312884	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-2226"	8574900.85159455	12930453.1971957	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2306"	8565376.2052947	12938891.4369391	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2312"	8550037.82396916	12933577.2237667	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2322"	8600262.9139383	12895545.7349067	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2331"	8669344.45802007	12936022.5301551	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2336"	8555589.25836868	12894713.2270976	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2376"	8550865.61754084	12919168.8927689	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-2386"	8577572.72284606	12909634.8222226	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-2408"	8565738.59943014	12939533.3499751	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2434"	8590033.43183863	12930119.2786265	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2440"	8558510.41577646	12931708.1371387	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2450"	8676522.53664584	12885788.5635514	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	5.99	1.1
"FLW03414-2464"	8559611.23623944	12897295.7882602	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2482"	8572342.40876635	12946332.0670934	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2514"	8584925.1318055	12898791.6881254	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2536"	8563232.39522616	12944405.3281516	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2562"	8569053.79786107	12939585.423076	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	2.2	1.8
"FLW03414-2568"	8558805.3255489	12936042.42954	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2578"	8625787.73780602	12926966.7010479	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2632"	8555756.74114165	12926871.0188975	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2642"	8581664.16589059	12923666.2952789	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2690"	8577672.0000116	12933950.5874345	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2696"	8565038.95199313	12920350.3919308	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2720"	8571835.7051506	12897331.6505289	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	5.9	0.75
"FLW03414-2738"	8575998.36264635	12935685.8209248	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2824"	8555325.670059	12925983.485175	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2834"	8579204.7639859	12908171.7782544	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2843"	8680740.4787527	12946895.3465892	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2848"	8558118.22498048	12898217.3124121	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2866"	8597894.84444436	12919612.1156984	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2898"	8575842.10422038	12904694.9894197	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	9.87	1.5
"FLW03414-2920"	8564967.60698458	12943764.8497605	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-2946"	8585147.5298462	12936629.457924	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2952"	8557920.27156255	12935288.434081	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2962"	8629908.48748189	12917147.5621481	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	6.94	0.85
"FLW03414-2976"	8570671.59673076	12901271.847615	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	2.25	1
"FLW03414-2994"	8572476.26675418	12941367.2613728	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3074"	8574083.36026588	12932826.3045614	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-3080"	8549249.02621556	12927221.8689018	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-3090"	8645269.89908619	12938358.4686209	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-3104"	8535428.9441716	12936491.0540894	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-3144"	8542847.9695184	12919641.0642127	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3154"	8585585.4814647	12917228.4968136	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3202"	8585990.89201847	12927683.1747883	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	5.61	1.5
"FLW03414-3208"	8556021.51155883	12931934.512392	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-3232"	8570238.57536088	12899925.0131133	2.49367088607595	"NWFWMD-2"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-3250"	8580357.10960887	12929926.6196402	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	7.65	3.1
"FLW03414-3304"	8552739.47045172	12935059.7032695	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3330"	8566111.6730503	12938629.0288722	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-3336"	8552913.97453205	12927171.2775458	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-3355"	8686699.6171129	12950594.9622699	2.49367088607595	"NWFWMD-2"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-3360"	8554118.95633304	12894931.986578	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3400"	8546186.6938565	12909259.1332063	2.49367088607595	"NWFWMD-2"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-3410"	8575670.30091557	12908702.5294875	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3432"	8563212.0059194	12940841.084239	2.49367088607595	"NWFWMD-2"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-3458"	8583642.76698854	12933803.5660941	2.49367088607595	"NWFWMD-2"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	7.99	0.5
"FLW03414-0006"	8953583.10774696	12645235.3924336	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0010"	8970033.3598104	12654767.9659768	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0013"	8985085.74504405	12676341.0262894	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	6.44	0.85
"FLW03414-0042"	8921674.30711296	12655609.7298255	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0058"	8921667.46442607	12675584.5423689	4.84883720930233	"SFWMD-9"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0166"	8961062.34145145	12629937.709669	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0170"	8931704.04654193	12629481.9704825	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0202"	8916603.48493776	12669013.4727794	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0229"	9079760.90854162	12645388.3652552	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0242"	8947602.5521267	12675292.3448667	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0262"	8978759.21662254	12646468.3355572	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0266"	8979978.99047655	12679937.3103858	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(8,14]"	"(50,500]"	8.21	13
"FLW03414-0278"	8957026.6775099	12625776.8767939	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0298"	8931788.27208166	12641443.3022928	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0339"	9049143.34036581	12683165.5374427	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	7.94	1.5
"FLW03414-0358"	8960962.60626365	12627835.7482307	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0370"	8950761.90266578	12680163.2450605	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(50,500]"	1.82	1
"FLW03414-0373"	9004519.27814374	12663030.5864851	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	6.8	7
"FLW03414-0426"	8925539.56612095	12640821.7757002	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0458"	8928130.35189172	12675325.8429621	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0474"	8923704.60560172	12678563.3933624	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0498"	8967122.44396502	12675092.1248094	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0501"	9007101.13307244	12683710.9518845	4.84883720930233	"SFWMD-9"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0518"	8963795.49780453	12654602.9523924	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0582"	8965763.59741903	12631888.6827458	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0626"	8953934.47421513	12665459.5201393	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0629"	9006415.86109597	12667897.1090628	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0670"	8950323.24252924	12668543.6198428	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0673"	8994499.85614634	12678530.3812785	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0682"	8966390.7758983	12629964.7914958	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0702"	8923196.56930989	12660691.2666626	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	7.82	1
"FLW03414-0762"	8955443.64677617	12627660.0285215	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0794"	8941063.45268086	12652092.7353235	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0798"	8974283.85054204	12681365.6050618	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0830"	8935844.7551571	12652517.4021308	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0858"	8967120.17496793	12630637.0695789	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0902"	8954663.68943514	12668326.095951	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0905"	8986736.43363655	12647948.4438355	4.84883720930233	"SFWMD-9"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-0922"	8954176.18620173	12648347.157405	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0926"	8980003.88781803	12678272.5914713	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-0958"	8930614.70869481	12672927.233259	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-0974"	8920031.81011491	12674561.5231155	4.84883720930233	"SFWMD-9"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-0986"	8987458.08800862	12637318.8197619	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1022"	8919222.47512386	12641594.6821353	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(8,14]"	"(0,5]"	8.65	7.2
"FLW03414-1030"	8937727.7374122	12675527.7868784	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1050"	8968111.57592582	12642317.6403145	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1065"	8990981.0265976	12635796.6042181	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1086"	8934275.43154444	12645501.8670778	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1114"	8972274.8169003	12638559.2534437	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1127"	9034960.5199919	12684617.3036381	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1158"	8944828.80450299	12672677.1326399	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1161"	9023546.60415954	12635307.1937449	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1178"	8956769.47428883	12660835.3617187	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1182"	8979730.78305685	12676263.402753	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(50,500]"	4.97	1.8
"FLW03414-1185"	8983681.22559822	12677038.6403323	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	7.04	1
"FLW03414-1214"	8920279.68609826	12665870.1988696	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(0,6]"	"(5,50]"	6.18	1.9
"FLW03414-1230"	8924454.92664888	12677517.8964934	4.84883720930233	"SFWMD-9"	"Physical_Barrier"	"Target"	NA	NA	NA	NA
"FLW03414-1242"	8987042.45963398	12645512.5388319	4.84883720930233	"SFWMD-9"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-1278"	8941412.16935642	12630615.0446172	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1286"	8942914.69211862	12674696.4671443	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1306"	8981007.74644711	12642924.9898387	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1321"	8994161.44098617	12634810.7770112	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1342"	8935909.24460774	12662269.7441094	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	5.88	1.9
"FLW03414-1383"	9056042.44810634	12683008.0339572	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	7.44	0.35
"FLW03414-1406"	8917264.03675806	12644047.6743215	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(50,500]"	8.5	6.9
"FLW03414-1414"	8952102.81429365	12669688.430826	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1417"	9001450.45348916	12651721.7266521	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1434"	8960742.33129947	12650030.823006	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1438"	8959193.29836153	12659277.182192	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1450"	8954842.6851213	12627760.7425646	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1470"	8922823.28290876	12648676.1719297	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(8,14]"	"(50,500]"	9.73	11
"FLW03414-1486"	8921234.65561503	12676489.330102	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1498"	8965918.02444719	12639128.3026985	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1542"	8956781.46692028	12678425.812983	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1545"	9019009.3966735	12663705.3424334	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(0,6]"	"(0,5]"	6.69	1.2
"FLW03414-1598"	8943355.26291738	12636624.9538835	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1646"	8929809.0087882	12678542.9534028	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1670"	8943673.30352555	12675522.6744264	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-1673"	8997363.93634227	12672515.8986336	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1690"	8938826.62910169	12658655.160556	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1694"	8945526.32611432	12663657.8670023	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1697"	8981077.2552288	12678640.2467068	4.84883720930233	"SFWMD-9"	"Otherwise_Unsampleable"	"Target"	NA	NA	NA	NA
"FLW03414-1726"	8921063.67179848	12669918.8550337	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1818"	8981159.66996591	12649539.3464257	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1854"	8917859.78858464	12656964.245903	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	9.22	0.5
"FLW03414-1882"	8967953.00898882	12630446.8089647	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1926"	8954505.67919522	12670674.2465462	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1929"	8996674.02312707	12665044.3963944	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1946"	8954290.01699215	12645548.1613367	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1950"	8961908.15426349	12666164.165334	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1982"	8925023.82212209	12651941.2972795	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-1998"	8922812.78748012	12673873.4713409	4.84883720930233	"SFWMD-9"	"Landowner_Denial"	"Target"	NA	NA	NA	NA
"FLW03414-2010"	8967890.73305138	12634771.6376762	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2089"	8996333.40466477	12632461.2448486	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2110"	8928374.49923133	12640737.5576891	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2158"	8933788.66675744	12678227.998085	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-2182"	8946247.32289305	12672992.3528943	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2202"	8949460.7393427	12639522.2621712	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2206"	8977416.82015805	12678111.9839554	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	7.39	4.8
"FLW03414-2209"	8988439.56216948	12680027.0110204	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	7.53	2.5
"FLW03414-2238"	8933073.9030708	12672798.4012178	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(50,500]"	6.69	1.9
"FLW03414-2254"	8916305.0327567	12680500.2807122	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	6.53	1.5
"FLW03414-2279"	9006086.30887709	12689575.3427319	4.84883720930233	"SFWMD-9"	"Dry"	"Target"	NA	NA	NA	NA
"FLW03414-2302"	8921911.46893182	12641065.4924788	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	7.32	2.1
"FLW03414-2310"	8940845.49962549	12674946.0095862	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2330"	8972995.12536568	12643244.6090786	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2345"	8990623.74429436	12636038.7118826	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2407"	9030363.01547611	12691188.5106688	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2430"	8915574.94883681	12642045.0644628	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	5.65	0.95
"FLW03414-2438"	8946949.4286803	12674529.3249197	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2441"	9028057.1316043	12631548.2581738	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2458"	8940363.23419314	12651398.319342	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2494"	8935382.3875983	12648452.4763155	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2510"	8919365.3462467	12680076.4169328	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(0,5]"	8.08	1.4
"FLW03414-2522"	8962452.69004407	12634088.1557835	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2566"	8952286.3727357	12667015.1196113	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2569"	8990236.13247266	12648340.663281	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2618"	8959994.0011065	12634234.8037065	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2650"	8981799.89540126	12640532.4374864	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2654"	8929828.40556788	12659444.7987655	4.84883720930233	"SFWMD-9"	"Sampled"	"Target"	"(6,8]"	"(5,50]"	6.32	2.3
"FLW03414-2681"	9055564.44460458	12648007.7596798	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2694"	8945653.667743	12665074.0930537	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2697"	8989867.71484001	12689823.1772272	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2718"	8946567.07923882	12662115.2183271	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2721"	8981851.93791225	12679018.6910246	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2729"	9053472.55434102	12645620.0033268	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2810"	8953333.96218733	12632444.4906256	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2842"	8975634.94256497	12648321.0026482	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
"FLW03414-2906"	8967370.87366315	12631038.8175716	4.84883720930233	"SFWMD-9"	"NonTarget"	"NonTarget"	NA	NA	NA	NA
